ec50_am,ec50_lm,efficacy
0.19,0.55,0.9977
0.19,0.5700000000000001,0.998
0.19,0.59,0.9971
0.19,0.61,0.9978
0.19,0.63,0.998
0.19,0.65,0.9976
0.19,0.67,0.9981
0.19,0.6900000000000001,0.9971
0.19,0.7100000000000001,0.9969
0.19,0.73,0.9958
0.19,0.75,0.9959
0.19,0.77,0.9951
0.19,0.79,0.9948
0.19,0.81,0.9953
0.19,0.8300000000000001,0.9938
0.19,0.85,0.9945
0.19,0.87,0.9949
0.19,0.89,0.9932
0.19,0.91,0.9928
0.19,0.93,0.9928
0.19,0.9500000000000001,0.9924
0.19,0.97,0.9918
0.19,0.99,0.992
0.19,1.01,0.9911
0.19,1.03,0.9904
0.19,1.05,0.9898
0.19,1.07,0.9896
0.19,1.09,0.9907
0.19,1.11,0.9883
0.19,1.1300000000000001,0.9893
0.19,1.1500000000000001,0.9878
0.19,1.17,0.9878
0.19,1.19,0.9906
0.19,1.21,0.9868
0.19,1.23,0.9845
0.19,1.25,0.9879
0.19,1.27,0.9875
0.19,1.29,0.9846
0.19,1.31,0.986
0.19,1.33,0.9853
0.19,1.35,0.985
0.19,1.37,0.9853
0.19,1.3900000000000001,0.986
0.19,1.4100000000000001,0.984
0.19,1.43,0.9826
0.19,1.45,0.9852
0.19,1.47,0.9857
0.19,1.49,0.9842
0.19,1.51,0.9833
0.19,1.53,0.984
0.19,1.55,0.982
0.19,1.57,0.9826
0.19,1.59,0.9829
0.19,1.61,0.984
0.19,1.6300000000000001,0.9827
0.19,1.6500000000000001,0.9827
0.19,1.6700000000000002,0.9814
0.19,1.69,0.9817
0.19,1.71,0.9783
0.19,1.73,0.9821
0.19,1.75,0.9827
0.19,1.77,0.9796
0.19,1.79,0.983
0.19,1.81,0.982
0.19,1.83,0.9827
0.19,1.85,0.9809
0.19,1.87,0.982
0.19,1.8900000000000001,0.9817
0.19,1.9100000000000001,0.9853
0.19,1.93,0.98
0.19,1.95,0.9803
0.19,1.97,0.9837
0.19,1.99,0.9813
0.21000000000000002,0.01,0.9999
0.21000000000000002,0.03,1.0
0.21000000000000002,0.05,1.0
0.21000000000000002,0.06999999999999999,0.9999
0.21000000000000002,0.09,0.9998
0.21000000000000002,0.11,0.9995
0.21000000000000002,0.13,1.0
0.21000000000000002,0.15000000000000002,0.9999
0.21000000000000002,0.17,0.9999
0.21000000000000002,0.19,0.9998
0.21000000000000002,0.21000000000000002,0.9998
0.21000000000000002,0.23,0.9997
0.21000000000000002,0.25,0.9996
0.21000000000000002,0.27,0.9999
0.21000000000000002,0.29000000000000004,0.9994
0.21000000000000002,0.31,0.9996
0.21000000000000002,0.33,0.9997
0.21000000000000002,0.35000000000000003,0.9993
0.21000000000000002,0.37,0.9993
0.21000000000000002,0.39,0.9994
0.21000000000000002,0.41000000000000003,0.9989
0.21000000000000002,0.43,0.999
0.21000000000000002,0.45,0.9993
0.21000000000000002,0.47000000000000003,0.9987
0.21000000000000002,0.49,0.9989
0.21000000000000002,0.51,0.9982
0.21000000000000002,0.53,0.9986
0.21000000000000002,0.55,0.9984
0.21000000000000002,0.5700000000000001,0.9977
0.21000000000000002,0.59,0.9982
0.21000000000000002,0.61,0.9977
0.21000000000000002,0.63,0.9972
0.21000000000000002,0.65,0.9966
0.21000000000000002,0.67,0.9958
0.21000000000000002,0.6900000000000001,0.9958
0.21000000000000002,0.7100000000000001,0.9965
0.21000000000000002,0.73,0.9951
0.21000000000000002,0.75,0.9945
0.21000000000000002,0.77,0.9957
0.21000000000000002,0.79,0.9945
0.21000000000000002,0.81,0.9954
0.21000000000000002,0.8300000000000001,0.9937
0.21000000000000002,0.85,0.9941
0.21000000000000002,0.87,0.9943
0.21000000000000002,0.89,0.9927
0.21000000000000002,0.91,0.9927
0.21000000000000002,0.93,0.9933
0.21000000000000002,0.9500000000000001,0.991
0.21000000000000002,0.97,0.9912
0.21000000000000002,0.99,0.9907
0.21000000000000002,1.01,0.9909
0.21000000000000002,1.03,0.9904
0.21000000000000002,1.05,0.9899
0.21000000000000002,1.07,0.9901
0.21000000000000002,1.09,0.9882
0.21000000000000002,1.11,0.9911
0.21000000000000002,1.1300000000000001,0.9859
0.21000000000000002,1.1500000000000001,0.9869
0.21000000000000002,1.17,0.9867
0.21000000000000002,1.19,0.9863
0.21000000000000002,1.21,0.988
0.21000000000000002,1.23,0.9831
0.21000000000000002,1.25,0.9846
0.21000000000000002,1.27,0.9871
0.21000000000000002,1.29,0.984
0.21000000000000002,1.31,0.9833
0.21000000000000002,1.33,0.9842
0.21000000000000002,1.35,0.9833
0.21000000000000002,1.37,0.9843
0.21000000000000002,1.3900000000000001,0.9835
0.21000000000000002,1.4100000000000001,0.9828
0.21000000000000002,1.43,0.9804
0.21000000000000002,1.45,0.9825
0.21000000000000002,1.47,0.9795
0.21000000000000002,1.49,0.9809
0.21000000000000002,1.51,0.981
0.21000000000000002,1.53,0.9817
0.21000000000000002,1.55,0.9842
0.21000000000000002,1.57,0.9819
0.21000000000000002,1.59,0.9802
0.21000000000000002,1.61,0.9821
0.21000000000000002,1.6300000000000001,0.9811
0.21000000000000002,1.6500000000000001,0.9792
0.21000000000000002,1.6700000000000002,0.9785
0.21000000000000002,1.69,0.9799
0.21000000000000002,1.71,0.9826
0.21000000000000002,1.73,0.9821
0.21000000000000002,1.75,0.981
0.21000000000000002,1.77,0.9836
0.21000000000000002,1.79,0.9812
0.21000000000000002,1.81,0.982
0.21000000000000002,1.83,0.9804
0.21000000000000002,1.85,0.9808
0.21000000000000002,1.87,0.9811
0.21000000000000002,1.8900000000000001,0.9804
0.21000000000000002,1.9100000000000001,0.9773
0.21000000000000002,1.93,0.9796
0.21000000000000002,1.95,0.9799
0.21000000000000002,1.97,0.9782
0.21000000000000002,1.99,0.9794
0.23,0.01,0.9999
0.23,0.03,0.9995
0.23,0.05,1.0
0.23,0.06999999999999999,0.9999
0.23,0.09,1.0
0.23,0.11,0.9996
0.23,0.13,1.0
0.23,0.15000000000000002,0.9998
0.23,0.17,0.9996
0.23,0.19,0.9998
0.23,0.21000000000000002,0.9999
0.23,0.23,0.9998
0.23,0.25,0.9998
0.23,0.27,0.9996
0.23,0.29000000000000004,0.9996
0.23,0.31,0.9997
0.23,0.33,0.9995
0.23,0.35000000000000003,0.9988
0.23,0.37,0.9995
0.23,0.39,0.9984
0.23,0.41000000000000003,0.9993
0.23,0.43,0.9989
0.23,0.45,0.9987
0.23,0.47000000000000003,0.9986
0.23,0.49,0.9986
0.23,0.51,0.9987
0.23,0.53,0.9983
0.23,0.55,0.9976
0.23,0.5700000000000001,0.998
0.23,0.59,0.998
0.23,0.61,0.9974
0.23,0.63,0.997
0.23,0.65,0.9954
0.23,0.67,0.9961
0.23,0.6900000000000001,0.9963
0.23,0.7100000000000001,0.9955
0.23,0.73,0.9955
0.23,0.75,0.996
0.23,0.77,0.9936
0.23,0.79,0.9939
0.23,0.81,0.9943
0.23,0.8300000000000001,0.9944
0.23,0.85,0.9937
0.23,0.87,0.9917
0.23,0.89,0.9919
0.23,0.91,0.9929
0.23,0.93,0.9905
0.23,0.9500000000000001,0.9919
0.23,0.97,0.9911
0.23,0.99,0.9895
0.23,1.01,0.9908
0.23,1.03,0.9895
0.23,1.05,0.9903
0.23,1.07,0.9896
0.23,1.09,0.9885
0.23,1.11,0.9854
0.23,1.1300000000000001,0.9862
0.23,1.1500000000000001,0.9866
0.23,1.17,0.9865
0.23,1.19,0.9863
0.23,1.21,0.9857
0.23,1.23,0.9842
0.23,1.25,0.9824
0.23,1.27,0.9829
0.23,1.29,0.9822
0.23,1.31,0.9837
0.23,1.33,0.9813
0.23,1.35,0.9839
0.23,1.37,0.9821
0.23,1.3900000000000001,0.98
0.23,1.4100000000000001,0.9796
0.23,1.43,0.9827
0.23,1.45,0.9808
0.23,1.47,0.9788
0.23,1.49,0.9785
0.23,1.51,0.982
0.23,1.53,0.9804
0.23,1.55,0.9812
0.23,1.57,0.9798
0.23,1.59,0.9816
0.23,1.61,0.9789
0.23,1.6300000000000001,0.9786
0.23,1.6500000000000001,0.9763
0.23,1.6700000000000002,0.9797
0.23,1.69,0.978
0.23,1.71,0.9782
0.23,1.73,0.9764
0.23,1.75,0.9781
0.23,1.77,0.9783
0.23,1.79,0.9764
0.23,1.81,0.9781
0.23,1.83,0.9788
0.23,1.85,0.9761
0.23,1.87,0.9754
0.23,1.8900000000000001,0.9771
0.23,1.9100000000000001,0.9807
0.23,1.93,0.9748
0.23,1.95,0.9771
0.23,1.97,0.9754
0.23,1.99,0.9779
0.25,0.01,1.0
0.25,0.03,1.0
0.25,0.05,0.9998
0.25,0.06999999999999999,0.9998
0.25,0.09,0.9998
0.25,0.11,0.9998
0.25,0.13,0.9999
0.25,0.15000000000000002,0.9998
0.25,0.17,1.0
0.25,0.19,0.9997
0.25,0.21000000000000002,0.9996
0.25,0.23,0.9995
0.25,0.25,0.9997
0.25,0.27,0.9995
0.25,0.29000000000000004,0.9994
0.25,0.31,0.9997
0.25,0.33,0.999
0.25,0.35000000000000003,0.9994
0.25,0.37,0.9997
0.25,0.39,0.9985
0.25,0.41000000000000003,0.9989
0.25,0.43,0.999
0.25,0.45,0.998
0.25,0.47000000000000003,0.9993
0.25,0.49,0.9988
0.25,0.51,0.998
0.25,0.53,0.9974
0.25,0.55,0.9971
0.25,0.5700000000000001,0.9982
0.25,0.59,0.9969
0.25,0.61,0.997
0.25,0.63,0.9972
0.25,0.65,0.9964
0.25,0.67,0.9978
0.25,0.6900000000000001,0.9962
0.25,0.7100000000000001,0.9951
0.25,0.73,0.9943
0.25,0.75,0.9928
0.25,0.77,0.9947
0.25,0.79,0.9937
0.25,0.81,0.9937
0.25,0.8300000000000001,0.9927
0.25,0.85,0.9933
0.25,0.87,0.992
0.25,0.89,0.9918
0.25,0.91,0.9927
0.25,0.93,0.9912
0.25,0.9500000000000001,0.9888
0.25,0.97,0.9891
0.25,0.99,0.9907
0.25,1.01,0.9882
0.25,1.03,0.9886
0.25,1.05,0.9857
0.25,1.07,0.9866
0.25,1.09,0.9879
0.25,1.11,0.9859
0.25,1.1300000000000001,0.986
0.25,1.1500000000000001,0.9835
0.25,1.17,0.9836
0.25,1.19,0.9813
0.25,1.21,0.9855
0.25,1.23,0.9829
0.25,1.25,0.9822
0.25,1.27,0.983
0.25,1.29,0.9834
0.25,1.31,0.9791
0.25,1.33,0.9798
0.25,1.35,0.9791
0.25,1.37,0.9816
0.25,1.3900000000000001,0.9777
0.25,1.4100000000000001,0.9765
0.25,1.43,0.9804
0.25,1.45,0.9776
0.25,1.47,0.9777
0.25,1.49,0.9815
0.25,1.51,0.979
0.25,1.53,0.9761
0.25,1.55,0.9748
0.25,1.57,0.9746
0.25,1.59,0.9785
0.25,1.61,0.9756
0.25,1.6300000000000001,0.975
0.25,1.6500000000000001,0.975
0.25,1.6700000000000002,0.9764
0.25,1.69,0.9742
0.25,1.71,0.9743
0.25,1.73,0.9772
0.25,1.75,0.9763
0.25,1.77,0.977
0.25,1.79,0.9751
0.25,1.81,0.9727
0.25,1.83,0.9763
0.25,1.85,0.9739
0.25,1.87,0.9757
0.25,1.8900000000000001,0.9746
0.25,1.9100000000000001,0.9753
0.25,1.93,0.9762
0.25,1.95,0.9758
0.25,1.97,0.9741
0.25,1.99,0.9752
0.27,0.01,0.9999
0.27,0.03,0.9999
0.27,0.05,0.9998
0.27,0.06999999999999999,0.9997
0.27,0.09,0.9997
0.27,0.11,0.9998
0.27,0.13,1.0
0.27,0.15000000000000002,0.9998
0.27,0.17,0.9996
0.27,0.19,0.9997
0.27,0.21000000000000002,0.9998
0.27,0.23,0.9996
0.27,0.25,0.9995
0.27,0.27,0.9998
0.27,0.29000000000000004,0.9998
0.27,0.31,0.9992
0.27,0.33,0.9996
0.27,0.35000000000000003,0.9995
0.27,0.37,0.9991
0.27,0.39,0.9986
0.27,0.41000000000000003,0.9986
0.27,0.43,0.9987
0.27,0.45,0.9987
0.27,0.47000000000000003,0.9985
0.27,0.49,0.9981
0.27,0.51,0.9979
0.27,0.53,0.9976
0.27,0.55,0.9967
0.27,0.5700000000000001,0.9968
0.27,0.59,0.9966
0.27,0.61,0.9969
0.27,0.63,0.9948
0.27,0.65,0.9956
0.27,0.67,0.9961
0.27,0.6900000000000001,0.9952
0.27,0.7100000000000001,0.9947
0.27,0.73,0.9949
0.27,0.75,0.9942
0.27,0.77,0.9937
0.27,0.79,0.9943
0.27,0.81,0.991
0.27,0.8300000000000001,0.9932
0.27,0.85,0.9902
0.27,0.87,0.9913
0.27,0.89,0.9901
0.27,0.91,0.9902
0.27,0.93,0.9897
0.27,0.9500000000000001,0.9889
0.27,0.97,0.9891
0.27,0.99,0.9878
0.27,1.01,0.9867
0.27,1.03,0.984
0.27,1.05,0.9858
0.27,1.07,0.9848
0.27,1.09,0.986
0.27,1.11,0.9852
0.27,1.1300000000000001,0.9813
0.27,1.1500000000000001,0.9846
0.27,1.17,0.9821
0.27,1.19,0.9808
0.27,1.21,0.9809
0.27,1.23,0.984
0.27,1.25,0.9795
0.27,1.27,0.9763
0.27,1.29,0.9809
0.27,1.31,0.9805
0.27,1.33,0.9776
0.27,1.35,0.9802
0.27,1.37,0.9781
0.27,1.3900000000000001,0.9756
0.27,1.4100000000000001,0.9771
0.27,1.43,0.9744
0.27,1.45,0.9764
0.27,1.47,0.9746
0.27,1.49,0.9751
0.27,1.51,0.9747
0.27,1.53,0.9747
0.27,1.55,0.9728
0.27,1.57,0.9748
0.27,1.59,0.9753
0.27,1.61,0.9736
0.27,1.6300000000000001,0.9703
0.27,1.6500000000000001,0.9719
0.27,1.6700000000000002,0.9734
0.27,1.69,0.9747
0.27,1.71,0.9712
0.27,1.73,0.9741
0.27,1.75,0.9721
0.27,1.77,0.9725
0.27,1.79,0.9713
0.27,1.81,0.9725
0.27,1.83,0.9724
0.27,1.85,0.9723
0.27,1.87,0.9726
0.27,1.8900000000000001,0.972
0.27,1.9100000000000001,0.9694
0.27,1.93,0.9726
0.27,1.95,0.9723
0.27,1.97,0.9726
0.27,1.99,0.971
0.29000000000000004,0.01,0.9998
0.29000000000000004,0.03,0.9999
0.29000000000000004,0.05,1.0
0.29000000000000004,0.06999999999999999,0.9999
0.29000000000000004,0.09,0.9997
0.29000000000000004,0.11,1.0
0.29000000000000004,0.13,0.9999
0.29000000000000004,0.15000000000000002,0.9996
0.29000000000000004,0.17,0.9996
0.29000000000000004,0.19,0.9996
0.29000000000000004,0.21000000000000002,0.9995
0.29000000000000004,0.23,0.9997
0.29000000000000004,0.25,0.9997
0.29000000000000004,0.27,0.9989
0.29000000000000004,0.29000000000000004,0.9995
0.29000000000000004,0.31,0.9993
0.29000000000000004,0.33,0.9992
0.29000000000000004,0.35000000000000003,0.9991
0.29000000000000004,0.37,0.9988
0.29000000000000004,0.39,0.9991
0.29000000000000004,0.41000000000000003,0.999
0.29000000000000004,0.43,0.9986
0.29000000000000004,0.45,0.998
0.29000000000000004,0.47000000000000003,0.9983
0.29000000000000004,0.49,0.9974
0.29000000000000004,0.51,0.9985
0.29000000000000004,0.53,0.9976
0.29000000000000004,0.55,0.9974
0.29000000000000004,0.5700000000000001,0.9973
0.29000000000000004,0.59,0.9964
0.29000000000000004,0.61,0.9953
0.29000000000000004,0.63,0.995
0.29000000000000004,0.65,0.9962
0.29000000000000004,0.67,0.995
0.29000000000000004,0.6900000000000001,0.9937
0.29000000000000004,0.7100000000000001,0.9944
0.29000000000000004,0.73,0.9927
0.29000000000000004,0.75,0.9922
0.29000000000000004,0.77,0.9938
0.29000000000000004,0.79,0.9914
0.29000000000000004,0.81,0.9925
0.29000000000000004,0.8300000000000001,0.9906
0.29000000000000004,0.85,0.9894
0.29000000000000004,0.87,0.99
0.29000000000000004,0.89,0.988
0.29000000000000004,0.91,0.9886
0.29000000000000004,0.93,0.9872
0.29000000000000004,0.9500000000000001,0.9887
0.29000000000000004,0.97,0.9869
0.29000000000000004,0.99,0.9862
0.29000000000000004,1.01,0.9872
0.29000000000000004,1.03,0.9856
0.29000000000000004,1.05,0.9827
0.29000000000000004,1.07,0.9828
0.29000000000000004,1.09,0.9833
0.29000000000000004,1.11,0.985
0.29000000000000004,1.1300000000000001,0.983
0.29000000000000004,1.1500000000000001,0.9812
0.29000000000000004,1.17,0.9831
0.29000000000000004,1.19,0.9805
0.29000000000000004,1.21,0.9786
0.29000000000000004,1.23,0.9775
0.29000000000000004,1.25,0.9794
0.29000000000000004,1.27,0.9771
0.29000000000000004,1.29,0.9784
0.29000000000000004,1.31,0.977
0.29000000000000004,1.33,0.9775
0.29000000000000004,1.35,0.9741
0.29000000000000004,1.37,0.9735
0.29000000000000004,1.3900000000000001,0.974
0.29000000000000004,1.4100000000000001,0.9737
0.29000000000000004,1.43,0.9733
0.29000000000000004,1.45,0.9745
0.29000000000000004,1.47,0.9726
0.29000000000000004,1.49,0.9738
0.29000000000000004,1.51,0.9718
0.29000000000000004,1.53,0.9728
0.29000000000000004,1.55,0.9699
0.29000000000000004,1.57,0.9707
0.29000000000000004,1.59,0.9728
0.29000000000000004,1.61,0.9734
0.29000000000000004,1.6300000000000001,0.9674
0.29000000000000004,1.6500000000000001,0.9709
0.29000000000000004,1.6700000000000002,0.9703
0.29000000000000004,1.69,0.9688
0.29000000000000004,1.71,0.9705
0.29000000000000004,1.73,0.9685
0.29000000000000004,1.75,0.9672
0.29000000000000004,1.77,0.9685
0.29000000000000004,1.79,0.9707
0.29000000000000004,1.81,0.9673
0.29000000000000004,1.83,0.9671
0.29000000000000004,1.85,0.9682
0.29000000000000004,1.87,0.966
0.29000000000000004,1.8900000000000001,0.9664
0.29000000000000004,1.9100000000000001,0.9692
0.29000000000000004,1.93,0.9674
0.29000000000000004,1.95,0.9687
0.29000000000000004,1.97,0.9684
0.29000000000000004,1.99,0.9662
0.31,0.01,1.0
0.31,0.03,0.9998
0.31,0.05,0.9997
0.31,0.06999999999999999,0.9999
0.31,0.09,0.9996
0.31,0.11,0.9998
0.31,0.13,0.9992
0.31,0.15000000000000002,0.9997
0.31,0.17,0.9999
0.31,0.19,0.9997
0.31,0.21000000000000002,0.9998
0.31,0.23,0.9992
0.31,0.25,0.9997
0.31,0.27,0.9997
0.31,0.29000000000000004,0.9992
0.31,0.31,0.9993
0.31,0.33,0.9993
0.31,0.35000000000000003,0.9992
0.31,0.37,0.9988
0.31,0.39,0.9988
0.31,0.41000000000000003,0.9989
0.31,0.43,0.9983
0.31,0.45,0.9983
0.31,0.47000000000000003,0.9981
0.31,0.49,0.9966
0.31,0.51,0.998
0.31,0.53,0.9971
0.31,0.55,0.9964
0.31,0.5700000000000001,0.9961
0.31,0.59,0.9962
0.31,0.61,0.9956
0.31,0.63,0.9951
0.31,0.65,0.9954
0.31,0.67,0.9932
0.31,0.6900000000000001,0.9943
0.31,0.7100000000000001,0.993
0.31,0.73,0.9926
0.31,0.75,0.9909
0.31,0.77,0.9919
0.31,0.79,0.9928
0.31,0.81,0.9905
0.31,0.8300000000000001,0.9898
0.31,0.85,0.9887
0.31,0.87,0.9902
0.31,0.89,0.9915
0.31,0.91,0.9872
0.31,0.93,0.9866
0.31,0.9500000000000001,0.9853
0.31,0.97,0.9868
0.31,0.99,0.9856
0.31,1.01,0.9822
0.31,1.03,0.984
0.31,1.05,0.9826
0.31,1.07,0.9799
0.31,1.09,0.9835
0.31,1.11,0.9798
0.31,1.1300000000000001,0.9791
0.31,1.1500000000000001,0.9789
0.31,1.17,0.9757
0.31,1.19,0.9768
0.31,1.21,0.9769
0.31,1.23,0.979
0.31,1.25,0.9738
0.31,1.27,0.975
0.31,1.29,0.9734
0.31,1.31,0.9754
0.31,1.33,0.9712
0.31,1.35,0.9754
0.31,1.37,0.9697
0.31,1.3900000000000001,0.9689
0.31,1.4100000000000001,0.9708
0.31,1.43,0.9696
0.31,1.45,0.9688
0.31,1.47,0.9703
0.31,1.49,0.9694
0.31,1.51,0.9706
0.31,1.53,0.9696
0.31,1.55,0.9667
0.31,1.57,0.9674
0.31,1.59,0.9678
0.31,1.61,0.9639
0.31,1.6300000000000001,0.9672
0.31,1.6500000000000001,0.9642
0.31,1.6700000000000002,0.964
0.31,1.69,0.964
0.31,1.71,0.9657
0.31,1.73,0.9658
0.31,1.75,0.9635
0.31,1.77,0.9644
0.31,1.79,0.9646
0.31,1.81,0.9613
0.31,1.83,0.965
0.31,1.85,0.9631
0.31,1.87,0.9597
0.31,1.8900000000000001,0.9647
0.31,1.9100000000000001,0.9646
0.31,1.93,0.964
0.31,1.95,0.9673
0.31,1.97,0.9656
0.31,1.99,0.9622
0.33,0.01,0.9999
0.33,0.03,0.9998
0.33,0.05,0.9998
0.33,0.06999999999999999,0.9999
0.33,0.09,0.9998
0.33,0.11,0.9999
0.33,0.13,0.9999
0.33,0.15000000000000002,0.9998
0.33,0.17,0.9997
0.33,0.19,0.9997
0.33,0.21000000000000002,0.9994
0.33,0.23,0.9994
0.33,0.25,0.9993
0.33,0.27,0.9995
0.33,0.29000000000000004,0.999
0.33,0.31,0.9992
0.33,0.33,0.999
0.33,0.35000000000000003,0.9992
0.33,0.37,0.9988
0.33,0.39,0.9987
0.33,0.41000000000000003,0.9985
0.33,0.43,0.9983
0.33,0.45,0.9973
0.33,0.47000000000000003,0.9978
0.33,0.49,0.9963
0.33,0.51,0.9972
0.33,0.53,0.9966
0.33,0.55,0.9968
0.33,0.5700000000000001,0.9958
0.33,0.59,0.9958
0.33,0.61,0.9952
0.33,0.63,0.9951
0.33,0.65,0.9942
0.33,0.67,0.9935
0.33,0.6900000000000001,0.9935
0.33,0.7100000000000001,0.9927
0.33,0.73,0.9924
0.33,0.75,0.9921
0.33,0.77,0.9925
0.33,0.79,0.9894
0.33,0.81,0.9884
0.33,0.8300000000000001,0.9894
0.33,0.85,0.9885
0.33,0.87,0.9874
0.33,0.89,0.9866
0.33,0.91,0.9862
0.33,0.93,0.9851
0.33,0.9500000000000001,0.9853
0.33,0.97,0.9832
0.33,0.99,0.9842
0.33,1.01,0.9852
0.33,1.03,0.9793
0.33,1.05,0.9809
0.33,1.07,0.9795
0.33,1.09,0.9773
0.33,1.11,0.9807
0.33,1.1300000000000001,0.9791
0.33,1.1500000000000001,0.9766
0.33,1.17,0.9736
0.33,1.19,0.975
0.33,1.21,0.972
0.33,1.23,0.9725
0.33,1.25,0.9714
0.33,1.27,0.9706
0.33,1.29,0.9723
0.33,1.31,0.9692
0.33,1.33,0.9674
0.33,1.35,0.9674
0.33,1.37,0.9677
0.33,1.3900000000000001,0.969
0.33,1.4100000000000001,0.9681
0.33,1.43,0.9676
0.33,1.45,0.9655
0.33,1.47,0.9647
0.33,1.49,0.9674
0.33,1.51,0.9662
0.33,1.53,0.9614
0.33,1.55,0.9635
0.33,1.57,0.9613
0.33,1.59,0.9637
0.33,1.61,0.9639
0.33,1.6300000000000001,0.9595
0.33,1.6500000000000001,0.9581
0.33,1.6700000000000002,0.96
0.33,1.69,0.9608
0.33,1.71,0.9615
0.33,1.73,0.9639
0.33,1.75,0.9614
0.33,1.77,0.959
0.33,1.79,0.9621
0.33,1.81,0.9597
0.33,1.83,0.9609
0.33,1.85,0.9586
0.33,1.87,0.9587
0.33,1.8900000000000001,0.9602
0.33,1.9100000000000001,0.9616
0.33,1.93,0.96
0.33,1.95,0.9631
0.33,1.97,0.9604
0.33,1.99,0.9598
0.35000000000000003,0.01,0.9998
0.35000000000000003,0.03,0.9998
0.35000000000000003,0.05,0.9998
0.35000000000000003,0.06999999999999999,0.9999
0.35000000000000003,0.09,0.9997
0.35000000000000003,0.11,0.9996
0.35000000000000003,0.13,0.9998
0.35000000000000003,0.15000000000000002,0.9999
0.35000000000000003,0.17,0.9995
0.35000000000000003,0.19,0.9997
0.35000000000000003,0.21000000000000002,0.9997
0.35000000000000003,0.23,0.9996
0.35000000000000003,0.25,0.9995
0.35000000000000003,0.27,0.9994
0.35000000000000003,0.29000000000000004,0.9993
0.35000000000000003,0.31,0.9991
0.35000000000000003,0.33,0.9991
0.35000000000000003,0.35000000000000003,0.9984
0.35000000000000003,0.37,0.9987
0.35000000000000003,0.39,0.9986
0.35000000000000003,0.41000000000000003,0.9975
0.35000000000000003,0.43,0.998
0.35000000000000003,0.45,0.9983
0.35000000000000003,0.47000000000000003,0.9979
0.35000000000000003,0.49,0.9975
0.35000000000000003,0.51,0.9968
0.35000000000000003,0.53,0.996
0.35000000000000003,0.55,0.9969
0.35000000000000003,0.5700000000000001,0.9954
0.35000000000000003,0.59,0.9952
0.35000000000000003,0.61,0.9942
0.35000000000000003,0.63,0.9944
0.35000000000000003,0.65,0.9929
0.35000000000000003,0.67,0.9939
0.35000000000000003,0.6900000000000001,0.9932
0.35000000000000003,0.7100000000000001,0.9911
0.35000000000000003,0.73,0.9916
0.35000000000000003,0.75,0.9911
0.35000000000000003,0.77,0.9892
0.35000000000000003,0.79,0.9894
0.35000000000000003,0.81,0.9891
0.35000000000000003,0.8300000000000001,0.9895
0.35000000000000003,0.85,0.9876
0.35000000000000003,0.87,0.9867
0.35000000000000003,0.89,0.9862
0.35000000000000003,0.91,0.9826
0.35000000000000003,0.93,0.9825
0.35000000000000003,0.9500000000000001,0.9847
0.35000000000000003,0.97,0.9808
0.35000000000000003,0.99,0.9787
0.35000000000000003,1.01,0.9787
0.35000000000000003,1.03,0.9772
0.35000000000000003,1.05,0.9792
0.35000000000000003,1.07,0.9771
0.35000000000000003,1.09,0.979
0.35000000000000003,1.11,0.9754
0.35000000000000003,1.1300000000000001,0.9748
0.35000000000000003,1.1500000000000001,0.9707
0.35000000000000003,1.17,0.9727
0.35000000000000003,1.19,0.9714
0.35000000000000003,1.21,0.9698
0.35000000000000003,1.23,0.9705
0.35000000000000003,1.25,0.9694
0.35000000000000003,1.27,0.969
0.35000000000000003,1.29,0.9689
0.35000000000000003,1.31,0.9682
0.35000000000000003,1.33,0.9668
0.35000000000000003,1.35,0.9632
0.35000000000000003,1.37,0.9627
0.35000000000000003,1.3900000000000001,0.9659
0.35000000000000003,1.4100000000000001,0.9609
0.35000000000000003,1.43,0.9636
0.35000000000000003,1.45,0.9586
0.35000000000000003,1.47,0.962
0.35000000000000003,1.49,0.96
0.35000000000000003,1.51,0.9612
0.35000000000000003,1.53,0.961
0.35000000000000003,1.55,0.9594
0.35000000000000003,1.57,0.9573
0.35000000000000003,1.59,0.9578
0.35000000000000003,1.61,0.9561
0.35000000000000003,1.6300000000000001,0.9587
0.35000000000000003,1.6500000000000001,0.9528
0.35000000000000003,1.6700000000000002,0.954
0.35000000000000003,1.69,0.9576
0.35000000000000003,1.71,0.9531
0.35000000000000003,1.73,0.9579
0.35000000000000003,1.75,0.9546
0.35000000000000003,1.77,0.9579
0.35000000000000003,1.79,0.9558
0.35000000000000003,1.81,0.9547
0.35000000000000003,1.83,0.9556
0.35000000000000003,1.85,0.9549
0.35000000000000003,1.87,0.9575
0.35000000000000003,1.8900000000000001,0.9534
0.35000000000000003,1.9100000000000001,0.9565
0.35000000000000003,1.93,0.9566
0.35000000000000003,1.95,0.954
0.35000000000000003,1.97,0.9527
0.35000000000000003,1.99,0.9546
0.37,0.01,0.9999
0.37,0.03,0.9996
0.37,0.05,0.9992
0.37,0.06999999999999999,0.9998
0.37,0.09,0.9995
0.37,0.11,0.9997
0.37,0.13,0.9998
0.37,0.15000000000000002,0.9997
0.37,0.17,0.9997
0.37,0.19,0.9995
0.37,0.21000000000000002,0.9992
0.37,0.23,0.9998
0.37,0.25,0.9994
0.37,0.27,0.9994
0.37,0.29000000000000004,0.9989
0.37,0.31,0.9992
0.37,0.33,0.9991
0.37,0.35000000000000003,0.9991
0.37,0.37,0.9972
0.37,0.39,0.9986
0.37,0.41000000000000003,0.9977
0.37,0.43,0.9971
