ec50_am,ec50_lm,efficacy
1.01,1.6700000000000002,0.4782
1.01,1.69,0.472
1.01,1.71,0.475
1.01,1.73,0.4745
1.01,1.75,0.4744
1.01,1.77,0.4658
1.01,1.79,0.4591
1.01,1.81,0.4666
1.01,1.83,0.457
1.01,1.85,0.4574
1.01,1.87,0.4645
1.01,1.8900000000000001,0.4648
1.01,1.9100000000000001,0.4542
1.01,1.93,0.4635
1.01,1.95,0.4594
1.01,1.97,0.4559
1.01,1.99,0.4579
1.03,0.01,0.9988
1.03,0.03,0.9979
1.03,0.05,0.997
1.03,0.06999999999999999,0.9965
1.03,0.09,0.9959
1.03,0.11,0.9969
1.03,0.13,0.9961
1.03,0.15000000000000002,0.996
1.03,0.17,0.994
1.03,0.19,0.9944
1.03,0.21000000000000002,0.9936
1.03,0.23,0.9936
1.03,0.25,0.9915
1.03,0.27,0.9912
1.03,0.29000000000000004,0.989
1.03,0.31,0.988
1.03,0.33,0.9848
1.03,0.35000000000000003,0.9839
1.03,0.37,0.9839
1.03,0.39,0.9809
1.03,0.41000000000000003,0.9776
1.03,0.43,0.9739
1.03,0.45,0.9687
1.03,0.47000000000000003,0.9667
1.03,0.49,0.9614
1.03,0.51,0.9606
1.03,0.53,0.9549
1.03,0.55,0.9484
1.03,0.5700000000000001,0.9452
1.03,0.59,0.9401
1.03,0.61,0.9283
1.03,0.63,0.9201
1.03,0.65,0.9195
1.03,0.67,0.9086
1.03,0.6900000000000001,0.9064
1.03,0.7100000000000001,0.8982
1.03,0.73,0.8967
1.03,0.75,0.8771
1.03,0.77,0.8701
1.03,0.79,0.8629
1.03,0.81,0.8494
1.03,0.8300000000000001,0.8481
1.03,0.85,0.8329
1.03,0.87,0.8163
1.03,0.89,0.8124
1.03,0.91,0.805
1.03,0.93,0.7934
1.03,0.9500000000000001,0.7746
1.03,0.97,0.7662
1.03,0.99,0.7479
1.03,1.01,0.7502
1.03,1.03,0.734
1.03,1.05,0.7215
1.03,1.07,0.7133
1.03,1.09,0.7006
1.03,1.11,0.6822
1.03,1.1300000000000001,0.6778
1.03,1.1500000000000001,0.6566
1.03,1.17,0.653
1.03,1.19,0.6386
1.03,1.21,0.6299
1.03,1.23,0.613
1.03,1.25,0.608
1.03,1.27,0.5954
1.03,1.29,0.5838
1.03,1.31,0.5798
1.03,1.33,0.5703
1.03,1.35,0.5639
1.03,1.37,0.5481
1.03,1.3900000000000001,0.5448
1.03,1.4100000000000001,0.5266
1.03,1.43,0.5264
1.03,1.45,0.5137
1.03,1.47,0.5083
1.03,1.49,0.5034
1.03,1.51,0.4986
1.03,1.53,0.4891
1.03,1.55,0.4859
1.03,1.57,0.4782
1.03,1.59,0.4876
1.03,1.61,0.4696
1.03,1.6300000000000001,0.4711
1.03,1.6500000000000001,0.4587
1.03,1.6700000000000002,0.4654
1.03,1.69,0.4575
1.03,1.71,0.4637
1.03,1.73,0.4528
1.03,1.75,0.4619
1.03,1.77,0.4422
1.03,1.79,0.446
1.03,1.81,0.4404
1.03,1.83,0.4489
1.03,1.85,0.45
1.03,1.87,0.4425
1.03,1.8900000000000001,0.4378
1.03,1.9100000000000001,0.4403
1.03,1.93,0.4365
1.03,1.95,0.4317
1.03,1.97,0.4342
1.03,1.99,0.4328
1.05,0.01,0.9977
1.05,0.03,0.9971
1.05,0.05,0.9968
1.05,0.06999999999999999,0.9972
1.05,0.09,0.9954
1.05,0.11,0.9952
1.05,0.13,0.9959
1.05,0.15000000000000002,0.9956
1.05,0.17,0.9943
1.05,0.19,0.995
1.05,0.21000000000000002,0.9926
1.05,0.23,0.992
1.05,0.25,0.9914
1.05,0.27,0.9894
1.05,0.29000000000000004,0.9888
1.05,0.31,0.9869
1.05,0.33,0.9853
1.05,0.35000000000000003,0.9853
1.05,0.37,0.9818
1.05,0.39,0.9773
1.05,0.41000000000000003,0.9755
1.05,0.43,0.9704
1.05,0.45,0.9697
1.05,0.47000000000000003,0.9649
1.05,0.49,0.9634
1.05,0.51,0.9569
1.05,0.53,0.9548
1.05,0.55,0.95
1.05,0.5700000000000001,0.9408
1.05,0.59,0.9361
1.05,0.61,0.9311
1.05,0.63,0.9253
1.05,0.65,0.9178
1.05,0.67,0.9089
1.05,0.6900000000000001,0.904
1.05,0.7100000000000001,0.889
1.05,0.73,0.8886
1.05,0.75,0.8794
1.05,0.77,0.8683
1.05,0.79,0.8602
1.05,0.81,0.8506
1.05,0.8300000000000001,0.8345
1.05,0.85,0.8302
1.05,0.87,0.8157
1.05,0.89,0.8055
1.05,0.91,0.7915
1.05,0.93,0.7817
1.05,0.9500000000000001,0.771
1.05,0.97,0.761
1.05,0.99,0.7476
1.05,1.01,0.7287
1.05,1.03,0.7299
1.05,1.05,0.7062
1.05,1.07,0.6902
1.05,1.09,0.6869
1.05,1.11,0.6636
1.05,1.1300000000000001,0.6534
1.05,1.1500000000000001,0.6374
1.05,1.17,0.6341
1.05,1.19,0.6296
1.05,1.21,0.6152
1.05,1.23,0.6137
1.05,1.25,0.5909
1.05,1.27,0.5809
1.05,1.29,0.5714
1.05,1.31,0.5601
1.05,1.33,0.547
1.05,1.35,0.5419
1.05,1.37,0.5362
1.05,1.3900000000000001,0.5253
1.05,1.4100000000000001,0.5082
1.05,1.43,0.5109
1.05,1.45,0.5023
1.05,1.47,0.4995
1.05,1.49,0.4981
1.05,1.51,0.4821
1.05,1.53,0.4814
1.05,1.55,0.4694
1.05,1.57,0.4647
1.05,1.59,0.4606
1.05,1.61,0.4593
1.05,1.6300000000000001,0.4546
1.05,1.6500000000000001,0.4381
1.05,1.6700000000000002,0.4384
1.05,1.69,0.4346
1.05,1.71,0.4314
1.05,1.73,0.4351
1.05,1.75,0.4315
1.05,1.77,0.4305
1.05,1.79,0.42
1.05,1.81,0.4241
1.05,1.83,0.4084
1.05,1.85,0.4199
1.05,1.87,0.422
1.05,1.8900000000000001,0.4249
1.05,1.9100000000000001,0.4212
1.05,1.93,0.4211
1.05,1.95,0.4155
1.05,1.97,0.4084
1.05,1.99,0.4194
1.07,0.01,0.997
1.07,0.03,0.997
1.07,0.05,0.9967
1.07,0.06999999999999999,0.9965
1.07,0.09,0.9959
1.07,0.11,0.9954
1.07,0.13,0.9951
1.07,0.15000000000000002,0.996
1.07,0.17,0.9941
1.07,0.19,0.9938
1.07,0.21000000000000002,0.9937
1.07,0.23,0.9922
1.07,0.25,0.99
1.07,0.27,0.9902
1.07,0.29000000000000004,0.9878
1.07,0.31,0.9855
1.07,0.33,0.9835
1.07,0.35000000000000003,0.9826
1.07,0.37,0.978
1.07,0.39,0.9778
1.07,0.41000000000000003,0.9737
1.07,0.43,0.9722
1.07,0.45,0.9657
1.07,0.47000000000000003,0.9627
1.07,0.49,0.9615
1.07,0.51,0.9538
1.07,0.53,0.9498
1.07,0.55,0.9426
1.07,0.5700000000000001,0.9406
1.07,0.59,0.9359
1.07,0.61,0.9299
1.07,0.63,0.9224
1.07,0.65,0.9145
1.07,0.67,0.9105
1.07,0.6900000000000001,0.9008
1.07,0.7100000000000001,0.8933
1.07,0.73,0.8792
1.07,0.75,0.8703
1.07,0.77,0.8629
1.07,0.79,0.8514
1.07,0.81,0.8448
1.07,0.8300000000000001,0.8356
1.07,0.85,0.8251
1.07,0.87,0.8111
1.07,0.89,0.7896
1.07,0.91,0.7773
1.07,0.93,0.7682
1.07,0.9500000000000001,0.7577
1.07,0.97,0.746
1.07,0.99,0.7366
1.07,1.01,0.7175
1.07,1.03,0.7055
1.07,1.05,0.7045
1.07,1.07,0.6895
1.07,1.09,0.6786
1.07,1.11,0.6594
1.07,1.1300000000000001,0.6471
1.07,1.1500000000000001,0.6334
1.07,1.17,0.6235
1.07,1.19,0.6168
1.07,1.21,0.6008
1.07,1.23,0.5908
1.07,1.25,0.5741
1.07,1.27,0.5723
1.07,1.29,0.5606
1.07,1.31,0.5459
1.07,1.33,0.534
1.07,1.35,0.5283
1.07,1.37,0.5151
1.07,1.3900000000000001,0.5079
1.07,1.4100000000000001,0.5013
1.07,1.43,0.4805
1.07,1.45,0.4843
1.07,1.47,0.4778
1.07,1.49,0.4741
1.07,1.51,0.4626
1.07,1.53,0.4566
1.07,1.55,0.4497
1.07,1.57,0.4427
1.07,1.59,0.4422
1.07,1.61,0.4393
1.07,1.6300000000000001,0.4326
1.07,1.6500000000000001,0.4288
1.07,1.6700000000000002,0.4281
1.07,1.69,0.414
1.07,1.71,0.4157
1.07,1.73,0.4156
1.07,1.75,0.408
1.07,1.77,0.4145
1.07,1.79,0.4073
1.07,1.81,0.3996
1.07,1.83,0.4009
1.07,1.85,0.4005
1.07,1.87,0.403
1.07,1.8900000000000001,0.4075
1.07,1.9100000000000001,0.3945
1.07,1.93,0.3931
1.07,1.95,0.397
1.07,1.97,0.3941
1.07,1.99,0.3939
1.09,0.01,0.9974
1.09,0.03,0.9974
1.09,0.05,0.9973
1.09,0.06999999999999999,0.9953
1.09,0.09,0.9951
1.09,0.11,0.9952
1.09,0.13,0.9954
1.09,0.15000000000000002,0.9937
1.09,0.17,0.9954
1.09,0.19,0.9934
1.09,0.21000000000000002,0.9921
1.09,0.23,0.9907
1.09,0.25,0.9907
1.09,0.27,0.9899
1.09,0.29000000000000004,0.9869
1.09,0.31,0.9864
1.09,0.33,0.9826
1.09,0.35000000000000003,0.9823
1.09,0.37,0.9809
1.09,0.39,0.974
1.09,0.41000000000000003,0.9722
1.09,0.43,0.9718
1.09,0.45,0.9653
1.09,0.47000000000000003,0.9624
1.09,0.49,0.961
1.09,0.51,0.9552
1.09,0.53,0.9487
1.09,0.55,0.9438
1.09,0.5700000000000001,0.9391
1.09,0.59,0.9327
1.09,0.61,0.9248
1.09,0.63,0.914
1.09,0.65,0.9117
1.09,0.67,0.9021
1.09,0.6900000000000001,0.8947
1.09,0.7100000000000001,0.8855
1.09,0.73,0.8746
1.09,0.75,0.8661
1.09,0.77,0.8554
1.09,0.79,0.8494
1.09,0.81,0.8369
1.09,0.8300000000000001,0.8228
1.09,0.85,0.8128
1.09,0.87,0.8047
1.09,0.89,0.7915
1.09,0.91,0.7783
1.09,0.93,0.7705
1.09,0.9500000000000001,0.7527
1.09,0.97,0.741
1.09,0.99,0.7305
1.09,1.01,0.7104
1.09,1.03,0.7019
1.09,1.05,0.6909
1.09,1.07,0.6752
1.09,1.09,0.658
1.09,1.11,0.6455
1.09,1.1300000000000001,0.6384
1.09,1.1500000000000001,0.6275
1.09,1.17,0.617
1.09,1.19,0.6044
1.09,1.21,0.5831
1.09,1.23,0.5759
1.09,1.25,0.5649
1.09,1.27,0.5527
1.09,1.29,0.5351
1.09,1.31,0.5332
1.09,1.33,0.518
1.09,1.35,0.5044
1.09,1.37,0.4997
1.09,1.3900000000000001,0.4919
1.09,1.4100000000000001,0.483
1.09,1.43,0.4702
1.09,1.45,0.468
1.09,1.47,0.4505
1.09,1.49,0.4477
1.09,1.51,0.4398
1.09,1.53,0.4357
1.09,1.55,0.4257
1.09,1.57,0.4215
1.09,1.59,0.4194
1.09,1.61,0.4224
1.09,1.6300000000000001,0.4148
1.09,1.6500000000000001,0.4069
1.09,1.6700000000000002,0.4043
1.09,1.69,0.3967
1.09,1.71,0.4017
1.09,1.73,0.4053
1.09,1.75,0.3888
1.09,1.77,0.3838
1.09,1.79,0.3889
1.09,1.81,0.3769
1.09,1.83,0.3882
1.09,1.85,0.3758
1.09,1.87,0.3695
1.09,1.8900000000000001,0.3843
1.09,1.9100000000000001,0.3811
1.09,1.93,0.3711
1.09,1.95,0.3709
1.09,1.97,0.3706
1.09,1.99,0.3695
1.11,0.01,0.9975
1.11,0.03,0.9969
1.11,0.05,0.9967
1.11,0.06999999999999999,0.9958
1.11,0.09,0.9961
1.11,0.11,0.9959
1.11,0.13,0.9955
1.11,0.15000000000000002,0.9947
1.11,0.17,0.9942
1.11,0.19,0.9938
1.11,0.21000000000000002,0.993
1.11,0.23,0.9912
1.11,0.25,0.9903
1.11,0.27,0.99
1.11,0.29000000000000004,0.9873
1.11,0.31,0.9858
1.11,0.33,0.9828
1.11,0.35000000000000003,0.9795
1.11,0.37,0.9796
1.11,0.39,0.9753
1.11,0.41000000000000003,0.9725
1.11,0.43,0.9712
1.11,0.45,0.9647
1.11,0.47000000000000003,0.9606
1.11,0.49,0.9592
1.11,0.51,0.9517
1.11,0.53,0.9466
1.11,0.55,0.9399
1.11,0.5700000000000001,0.9345
1.11,0.59,0.9278
1.11,0.61,0.9239
1.11,0.63,0.9135
1.11,0.65,0.9069
1.11,0.67,0.8981
1.11,0.6900000000000001,0.894
1.11,0.7100000000000001,0.8833
1.11,0.73,0.8767
1.11,0.75,0.8622
1.11,0.77,0.8591
1.11,0.79,0.835
1.11,0.81,0.8323
1.11,0.8300000000000001,0.8204
1.11,0.85,0.808
1.11,0.87,0.7895
1.11,0.89,0.7897
1.11,0.91,0.7758
1.11,0.93,0.7585
1.11,0.9500000000000001,0.7439
1.11,0.97,0.7365
1.11,0.99,0.7156
1.11,1.01,0.7049
1.11,1.03,0.6953
1.11,1.05,0.6726
1.11,1.07,0.6656
1.11,1.09,0.6552
1.11,1.11,0.6383
1.11,1.1300000000000001,0.6253
1.11,1.1500000000000001,0.6241
1.11,1.17,0.6015
1.11,1.19,0.5869
1.11,1.21,0.5695
1.11,1.23,0.552
1.11,1.25,0.557
1.11,1.27,0.5404
1.11,1.29,0.5324
1.11,1.31,0.5189
1.11,1.33,0.5076
1.11,1.35,0.4972
1.11,1.37,0.4864
1.11,1.3900000000000001,0.4779
1.11,1.4100000000000001,0.466
1.11,1.43,0.4496
1.11,1.45,0.4551
1.11,1.47,0.4313
1.11,1.49,0.4355
1.11,1.51,0.4175
1.11,1.53,0.4162
1.11,1.55,0.4077
1.11,1.57,0.4131
1.11,1.59,0.4127
1.11,1.61,0.3965
1.11,1.6300000000000001,0.3864
1.11,1.6500000000000001,0.3898
1.11,1.6700000000000002,0.3897
1.11,1.69,0.3767
1.11,1.71,0.3824
1.11,1.73,0.3724
1.11,1.75,0.3761
1.11,1.77,0.3657
1.11,1.79,0.3659
1.11,1.81,0.3686
1.11,1.83,0.3671
1.11,1.85,0.3552
1.11,1.87,0.3664
1.11,1.8900000000000001,0.3513
1.11,1.9100000000000001,0.3655
1.11,1.93,0.3562
1.11,1.95,0.3559
1.11,1.97,0.3561
1.11,1.99,0.3625
1.1300000000000001,0.01,0.9967
1.1300000000000001,0.03,0.9962
1.1300000000000001,0.05,0.9965
1.1300000000000001,0.06999999999999999,0.9962
1.1300000000000001,0.09,0.9965
1.1300000000000001,0.11,0.9959
1.1300000000000001,0.13,0.9948
1.1300000000000001,0.15000000000000002,0.994
1.1300000000000001,0.17,0.9944
1.1300000000000001,0.19,0.9928
1.1300000000000001,0.21000000000000002,0.9925
1.1300000000000001,0.23,0.9918
1.1300000000000001,0.25,0.9903
1.1300000000000001,0.27,0.9886
1.1300000000000001,0.29000000000000004,0.9869
1.1300000000000001,0.31,0.9832
1.1300000000000001,0.33,0.9845
1.1300000000000001,0.35000000000000003,0.9786
1.1300000000000001,0.37,0.9751
1.1300000000000001,0.39,0.9767
1.1300000000000001,0.41000000000000003,0.9708
1.1300000000000001,0.43,0.9694
1.1300000000000001,0.45,0.9614
1.1300000000000001,0.47000000000000003,0.9557
1.1300000000000001,0.49,0.952
1.1300000000000001,0.51,0.9514
1.1300000000000001,0.53,0.9488
1.1300000000000001,0.55,0.9411
1.1300000000000001,0.5700000000000001,0.9297
1.1300000000000001,0.59,0.9252
1.1300000000000001,0.61,0.9233
1.1300000000000001,0.63,0.9096
1.1300000000000001,0.65,0.9087
1.1300000000000001,0.67,0.8962
1.1300000000000001,0.6900000000000001,0.8912
1.1300000000000001,0.7100000000000001,0.8819
1.1300000000000001,0.73,0.8691
1.1300000000000001,0.75,0.8614
1.1300000000000001,0.77,0.8441
1.1300000000000001,0.79,0.8369
1.1300000000000001,0.81,0.8226
1.1300000000000001,0.8300000000000001,0.8175
1.1300000000000001,0.85,0.8064
1.1300000000000001,0.87,0.7825
1.1300000000000001,0.89,0.7772
1.1300000000000001,0.91,0.7701
1.1300000000000001,0.93,0.7523
1.1300000000000001,0.9500000000000001,0.7364
1.1300000000000001,0.97,0.7223
1.1300000000000001,0.99,0.7124
1.1300000000000001,1.01,0.6998
1.1300000000000001,1.03,0.6899
1.1300000000000001,1.05,0.6725
1.1300000000000001,1.07,0.6643
1.1300000000000001,1.09,0.6437
1.1300000000000001,1.11,0.6302
1.1300000000000001,1.1300000000000001,0.6129
1.1300000000000001,1.1500000000000001,0.5962
1.1300000000000001,1.17,0.5832
1.1300000000000001,1.19,0.5756
1.1300000000000001,1.21,0.5618
1.1300000000000001,1.23,0.5322
1.1300000000000001,1.25,0.5306
1.1300000000000001,1.27,0.519
1.1300000000000001,1.29,0.5097
1.1300000000000001,1.31,0.5026
1.1300000000000001,1.33,0.4867
1.1300000000000001,1.35,0.4778
1.1300000000000001,1.37,0.4657
1.1300000000000001,1.3900000000000001,0.4599
1.1300000000000001,1.4100000000000001,0.4444
1.1300000000000001,1.43,0.4396
1.1300000000000001,1.45,0.4208
1.1300000000000001,1.47,0.426
1.1300000000000001,1.49,0.4191
1.1300000000000001,1.51,0.4149
1.1300000000000001,1.53,0.4023
1.1300000000000001,1.55,0.3997
1.1300000000000001,1.57,0.3905
1.1300000000000001,1.59,0.3785
1.1300000000000001,1.61,0.3861
1.1300000000000001,1.6300000000000001,0.3745
1.1300000000000001,1.6500000000000001,0.3791
1.1300000000000001,1.6700000000000002,0.3755
1.1300000000000001,1.69,0.3578
1.1300000000000001,1.71,0.3603
1.1300000000000001,1.73,0.3503
1.1300000000000001,1.75,0.3411
1.1300000000000001,1.77,0.3591
1.1300000000000001,1.79,0.3478
1.1300000000000001,1.81,0.3436
1.1300000000000001,1.83,0.3401
1.1300000000000001,1.85,0.3371
1.1300000000000001,1.87,0.3429
1.1300000000000001,1.8900000000000001,0.3347
1.1300000000000001,1.9100000000000001,0.3374
1.1300000000000001,1.93,0.3455
1.1300000000000001,1.95,0.3392
1.1300000000000001,1.97,0.3374
1.1300000000000001,1.99,0.328
1.1500000000000001,0.01,0.9967
1.1500000000000001,0.03,0.9969
1.1500000000000001,0.05,0.9964
1.1500000000000001,0.06999999999999999,0.9965
1.1500000000000001,0.09,0.9964
1.1500000000000001,0.11,0.9961
1.1500000000000001,0.13,0.9952
1.1500000000000001,0.15000000000000002,0.9953
1.1500000000000001,0.17,0.9945
1.1500000000000001,0.19,0.9934
1.1500000000000001,0.21000000000000002,0.9917
1.1500000000000001,0.23,0.9921
1.1500000000000001,0.25,0.9908
1.1500000000000001,0.27,0.9869
1.1500000000000001,0.29000000000000004,0.9848
1.1500000000000001,0.31,0.9849
1.1500000000000001,0.33,0.9817
1.1500000000000001,0.35000000000000003,0.9808
1.1500000000000001,0.37,0.9761
1.1500000000000001,0.39,0.9746
1.1500000000000001,0.41000000000000003,0.9714
1.1500000000000001,0.43,0.9664
1.1500000000000001,0.45,0.9649
1.1500000000000001,0.47000000000000003,0.9604
1.1500000000000001,0.49,0.9515
1.1500000000000001,0.51,0.9486
1.1500000000000001,0.53,0.942
1.1500000000000001,0.55,0.9363
1.1500000000000001,0.5700000000000001,0.9326
1.1500000000000001,0.59,0.9247
1.1500000000000001,0.61,0.9189
1.1500000000000001,0.63,0.9058
1.1500000000000001,0.65,0.8985
1.1500000000000001,0.67,0.8972
1.1500000000000001,0.6900000000000001,0.8793
1.1500000000000001,0.7100000000000001,0.8679
1.1500000000000001,0.73,0.8718
1.1500000000000001,0.75,0.8582
1.1500000000000001,0.77,0.8446
1.1500000000000001,0.79,0.836
1.1500000000000001,0.81,0.8167
1.1500000000000001,0.8300000000000001,0.8062
1.1500000000000001,0.85,0.7944
1.1500000000000001,0.87,0.777
1.1500000000000001,0.89,0.7724
1.1500000000000001,0.91,0.7545
1.1500000000000001,0.93,0.7466
1.1500000000000001,0.9500000000000001,0.727
1.1500000000000001,0.97,0.7155
1.1500000000000001,0.99,0.7066
1.1500000000000001,1.01,0.695
1.1500000000000001,1.03,0.6739
1.1500000000000001,1.05,0.6555
1.1500000000000001,1.07,0.6477
1.1500000000000001,1.09,0.634
1.1500000000000001,1.11,0.6211
1.1500000000000001,1.1300000000000001,0.6001
1.1500000000000001,1.1500000000000001,0.5837
1.1500000000000001,1.17,0.568
1.1500000000000001,1.19,0.5574
1.1500000000000001,1.21,0.5395
1.1500000000000001,1.23,0.5357
1.1500000000000001,1.25,0.5242
1.1500000000000001,1.27,0.5128
1.1500000000000001,1.29,0.4996
1.1500000000000001,1.31,0.4769
1.1500000000000001,1.33,0.4755
1.1500000000000001,1.35,0.4661
1.1500000000000001,1.37,0.4569
1.1500000000000001,1.3900000000000001,0.4413
1.1500000000000001,1.4100000000000001,0.4324
1.1500000000000001,1.43,0.4223
1.1500000000000001,1.45,0.4161
1.1500000000000001,1.47,0.4051
1.1500000000000001,1.49,0.3989
1.1500000000000001,1.51,0.3853
1.1500000000000001,1.53,0.3859
1.1500000000000001,1.55,0.3785
1.1500000000000001,1.57,0.3664
1.1500000000000001,1.59,0.3736
1.1500000000000001,1.61,0.3669
1.1500000000000001,1.6300000000000001,0.359
1.1500000000000001,1.6500000000000001,0.343
1.1500000000000001,1.6700000000000002,0.348
1.1500000000000001,1.69,0.355
1.1500000000000001,1.71,0.3393
1.1500000000000001,1.73,0.3358
1.1500000000000001,1.75,0.3385
1.1500000000000001,1.77,0.3413
1.1500000000000001,1.79,0.3247
1.1500000000000001,1.81,0.3282
1.1500000000000001,1.83,0.3325
1.1500000000000001,1.85,0.3204
1.1500000000000001,1.87,0.3203
1.1500000000000001,1.8900000000000001,0.3234
1.1500000000000001,1.9100000000000001,0.314
1.1500000000000001,1.93,0.312
1.1500000000000001,1.95,0.3202
1.1500000000000001,1.97,0.3197
1.1500000000000001,1.99,0.3157
1.17,0.01,0.9973
1.17,0.03,0.9975
1.17,0.05,0.9941
1.17,0.06999999999999999,0.9953
1.17,0.09,0.9951
1.17,0.11,0.9958
1.17,0.13,0.9947
1.17,0.15000000000000002,0.9949
1.17,0.17,0.9934
1.17,0.19,0.9928
1.17,0.21000000000000002,0.9935
1.17,0.23,0.9917
1.17,0.25,0.9889
1.17,0.27,0.9874
1.17,0.29000000000000004,0.9853
1.17,0.31,0.9844
1.17,0.33,0.9817
1.17,0.35000000000000003,0.98
1.17,0.37,0.9745
1.17,0.39,0.9734
1.17,0.41000000000000003,0.9726
1.17,0.43,0.9665
1.17,0.45,0.9613
1.17,0.47000000000000003,0.96
1.17,0.49,0.9513
1.17,0.51,0.9477
1.17,0.53,0.9436
1.17,0.55,0.9357
1.17,0.5700000000000001,0.9303
1.17,0.59,0.9236
1.17,0.61,0.9105
1.17,0.63,0.902
1.17,0.65,0.8995
1.17,0.67,0.8912
1.17,0.6900000000000001,0.8866
1.17,0.7100000000000001,0.8735
1.17,0.73,0.8687
1.17,0.75,0.8547
1.17,0.77,0.8509
1.17,0.79,0.8259
1.17,0.81,0.8161
1.17,0.8300000000000001,0.8024
1.17,0.85,0.7918
1.17,0.87,0.7722
1.17,0.89,0.7639
1.17,0.91,0.7484
1.17,0.93,0.7404
1.17,0.9500000000000001,0.7151
1.17,0.97,0.7195
1.17,0.99,0.6915
1.17,1.01,0.6768
1.17,1.03,0.6593
1.17,1.05,0.6451
1.17,1.07,0.6367
1.17,1.09,0.615
1.17,1.11,0.6097
1.17,1.1300000000000001,0.5942
1.17,1.1500000000000001,0.5751
1.17,1.17,0.5597
1.17,1.19,0.5449
1.17,1.21,0.5333
1.17,1.23,0.5184
1.17,1.25,0.5112
1.17,1.27,0.496
1.17,1.29,0.4806
1.17,1.31,0.4684
1.17,1.33,0.4571
1.17,1.35,0.4382
1.17,1.37,0.4304
1.17,1.3900000000000001,0.4327
1.17,1.4100000000000001,0.426
1.17,1.43,0.4107
1.17,1.45,0.4019
1.17,1.47,0.3834
1.17,1.49,0.3861
1.17,1.51,0.3791
1.17,1.53,0.3668
1.17,1.55,0.3616
1.17,1.57,0.3502
1.17,1.59,0.3528
1.17,1.61,0.3444
1.17,1.6300000000000001,0.3374
1.17,1.6500000000000001,0.3349
1.17,1.6700000000000002,0.3298
1.17,1.69,0.3198
1.17,1.71,0.3234
1.17,1.73,0.3138
1.17,1.75,0.3132
1.17,1.77,0.3196
1.17,1.79,0.306
1.17,1.81,0.3049
1.17,1.83,0.3043
1.17,1.85,0.3073
1.17,1.87,0.3052
1.17,1.8900000000000001,0.2995
1.17,1.9100000000000001,0.2989
1.17,1.93,0.3005
1.17,1.95,0.2952
1.17,1.97,0.2918
1.17,1.99,0.299
1.19,0.01,0.9978
1.19,0.03,0.9969
1.19,0.05,0.995
1.19,0.06999999999999999,0.9962
1.19,0.09,0.996
1.19,0.11,0.9955
1.19,0.13,0.9936
1.19,0.15000000000000002,0.9938
1.19,0.17,0.9941
1.19,0.19,0.992
1.19,0.21000000000000002,0.9906
1.19,0.23,0.9904
1.19,0.25,0.9884
1.19,0.27,0.9866
1.19,0.29000000000000004,0.9859
1.19,0.31,0.9823
1.19,0.33,0.9817
1.19,0.35000000000000003,0.9775
1.19,0.37,0.9751
1.19,0.39,0.9733
1.19,0.41000000000000003,0.9685
1.19,0.43,0.965
1.19,0.45,0.961
1.19,0.47000000000000003,0.9533
1.19,0.49,0.9521
1.19,0.51,0.9453
1.19,0.53,0.9378
1.19,0.55,0.9329
1.19,0.5700000000000001,0.928
1.19,0.59,0.9172
1.19,0.61,0.9122
1.19,0.63,0.9038
1.19,0.65,0.8971
1.19,0.67,0.8804
1.19,0.6900000000000001,0.8755
1.19,0.7100000000000001,0.874
1.19,0.73,0.8573
1.19,0.75,0.8507
1.19,0.77,0.8315
1.19,0.79,0.8313
1.19,0.81,0.8126
1.19,0.8300000000000001,0.7923
1.19,0.85,0.7851
1.19,0.87,0.7722
1.19,0.89,0.7583
1.19,0.91,0.7471
1.19,0.93,0.7294
1.19,0.9500000000000001,0.7134
1.19,0.97,0.6996
1.19,0.99,0.6848
1.19,1.01,0.6676
1.19,1.03,0.6597
1.19,1.05,0.6349
1.19,1.07,0.6176
1.19,1.09,0.6082
1.19,1.11,0.604
1.19,1.1300000000000001,0.5854
1.19,1.1500000000000001,0.5654
1.19,1.17,0.5459
1.19,1.19,0.5377
1.19,1.21,0.5223
1.19,1.23,0.5036
1.19,1.25,0.5018
1.19,1.27,0.479
1.19,1.29,0.47
1.19,1.31,0.4551
1.19,1.33,0.4379
1.19,1.35,0.4316
1.19,1.37,0.4273
1.19,1.3900000000000001,0.4139
1.19,1.4100000000000001,0.4056
1.19,1.43,0.398
1.19,1.45,0.387
1.19,1.47,0.3752
1.19,1.49,0.3608
1.19,1.51,0.3649
1.19,1.53,0.3421
1.19,1.55,0.3389
1.19,1.57,0.3327
1.19,1.59,0.333
1.19,1.61,0.3276
1.19,1.6300000000000001,0.3244
1.19,1.6500000000000001,0.3057
1.19,1.6700000000000002,0.3131
1.19,1.69,0.3042
1.19,1.71,0.3113
1.19,1.73,0.3168
1.19,1.75,0.2932
1.19,1.77,0.3003
1.19,1.79,0.2941
1.19,1.81,0.3017
1.19,1.83,0.29
1.19,1.85,0.2832
1.19,1.87,0.2914
1.19,1.8900000000000001,0.2883
1.19,1.9100000000000001,0.2903
1.19,1.93,0.2843
1.19,1.95,0.2836
1.19,1.97,0.2733
1.19,1.99,0.2748
1.21,0.01,0.997
1.21,0.03,0.9965
1.21,0.05,0.9953
1.21,0.06999999999999999,0.9952
1.21,0.09,0.9951
1.21,0.11,0.9938
1.21,0.13,0.9936
1.21,0.15000000000000002,0.9937
1.21,0.17,0.9942
1.21,0.19,0.9925
1.21,0.21000000000000002,0.9922
1.21,0.23,0.9918
1.21,0.25,0.9871
